motionType,expectedPointsAdded,yardsGained,bigPlay,successfulPlay
FLY,-1.01263689482585,0,NO,NO
RETURN,0.667006819974631,6,NO,YES
UP,0.667006819974631,6,NO,YES
ACROSS,-1.84589488385245,0,NO,NO
FLY,0.928380345460027,9,NO,YES
FLY,-0.550521412864327,0,NO,NO
FLY,0.200364133343101,6,NO,YES
FLY,0.333593838615343,7,NO,YES
FLY,-0.935304903890938,0,NO,NO
FLY,-0.430726660881191,3,NO,NO
ACROSS,-0.725225032772869,1,NO,NO
FLY,-0.725225032772869,1,NO,NO
QUICK,-0.531314508523792,0,NO,NO
FLY,-0.625745612662286,3,NO,NO
FLY,-0.684035386191681,0,NO,NO
FLY,-0.181746920570731,3,NO,NO
IN,-0.514697290956974,9,NO,NO
FLY,-0.759631425375119,0,NO,NO
FLY,-0.536031172377989,8,NO,NO
OUT,-1.04768783814507,0,NO,NO
FLY,-0.477361459517851,0,NO,NO
FLY,1.79348427581135,16,YES,YES
FLY,-2.43022238463163,0,NO,NO
FLY,0.218967418652028,6,NO,YES
IN,-1.19858043658314,0,NO,NO
FLY,-1.593962342944,0,NO,NO
UP,0.972348942887038,9,NO,YES
FLY,-1.02504263212904,0,NO,NO
OUT,1.43080852227286,11,NO,YES
FLY,2.56803311780095,41,YES,YES
FLY,-0.551840057596564,0,NO,NO
FLY,1.84736490319483,19,YES,YES
OUT,0.123845157213509,8,NO,YES
RETURN,-0.186481068492867,3,NO,NO
QUICK,0.169122651568614,7,NO,YES
IN,-1.32792748941574,0,NO,NO
ACROSS,1.08066351688467,14,NO,YES
OUT,0.702150683151558,11,NO,YES
FLY,-0.225348143838346,5,NO,NO
FLY,-0.376294061541557,3,NO,NO
OUT,-1.10345632978715,-2,NO,NO
ACROSS,-1.06493566161953,0,NO,NO
FLY,-1.27625775290653,0,NO,NO
ACROSS,0.904106700560078,12,NO,YES
FLY,-0.543136403546669,2,NO,NO
FLY,1.81613619707059,14,NO,YES
QUICK,1.20813291083323,12,NO,YES
ACROSS,-0.455412816139869,0,NO,NO
ACROSS,-0.414180604973808,0,NO,NO
FLY,4.1628233504016,53,YES,YES
FLY,2.01453476119787,2,NO,YES
FLY,-0.599628924857825,2,NO,NO
IN,-5.07644460559823,0,NO,NO
OUT,-5.07644460559823,0,NO,NO
IN,0.763091891421936,8,NO,YES
FLY,3.20502182201017,31,YES,YES
RETURN,0.739007613272406,14,NO,YES
ACROSS,-1.76806680340087,-16,NO,NO
ACROSS,-0.788420903321821,0,NO,NO
FLY,4.1718314672471,15,YES,YES
FLY,2.53028828842798,19,YES,YES
FLY,-1.20370237703901,-1,NO,NO
FLY,0.415892362128943,6,NO,YES
UP,0.0620193164795637,5,NO,YES
FLY,1.64866888499819,15,YES,YES
OUT,0.321012245491147,7,NO,YES
ACROSS,0.156553650740534,6,NO,YES
FLY,0.156553650740534,6,NO,YES
ACROSS,0.923569327453151,9,NO,YES
FLY,0.923569327453151,9,NO,YES
OUT,0.738847968634218,12,NO,YES
OUT,2.56934718292905,14,NO,YES
FLY,2.56934718292905,14,NO,YES
OUT,-0.296211161185056,6,NO,NO
ACROSS,-0.296211161185056,6,NO,NO
ACROSS,1.30986138846492,20,YES,YES
FLY,1.04579382407246,3,NO,YES
FLY,-0.171735205454752,9,NO,NO
ACROSS,0.986858950229362,10,NO,YES
UP,-0.266126832226291,5,NO,NO
UP,0.178362257312983,4,NO,YES
FLY,2.54381354129873,7,NO,YES
FLY,0.553724219789729,8,NO,YES
OUT,-1.00907248514704,0,NO,NO
OUT,-1.90557948872447,0,NO,NO
FLY,0.366609478602186,8,NO,YES
OUT,0.240865234285593,6,NO,YES
FLY,-0.347198731265962,3,NO,NO
ACROSS,-0.20592956407927,5,NO,NO
FLY,1.13528707518708,2,NO,YES
QUICK,0.674735331442207,9,NO,YES
FLY,1.47180428495631,11,NO,YES
FLY,0.618718502577394,7,NO,YES
ACROSS,-1.17458399618044,0,NO,NO
FLY,1.08019862277433,15,YES,YES
OUT,1.63190358341672,19,YES,YES
ACROSS,-0.393518879311159,2,NO,NO
FLY,0.805881653679535,8,NO,YES
FLY,-1.12772840535035,0,NO,NO
FLY,-0.475083186756819,0,NO,NO
OUT,-2.04262417252176,0,NO,NO
FLY,0.973594914423302,14,NO,YES
FLY,-0.335786724230275,3,NO,NO
OUT,-1.40198981901631,0,NO,NO
IN,-1.46940842387266,0,NO,NO
QUICK,-0.127176919719204,5,NO,NO
FLY,-0.600513781420887,0,NO,NO
FLY,-1.05036321468651,0,NO,NO
ACROSS,-0.552278249524534,0,NO,NO
QUICK,-0.769619872793555,0,NO,NO
FLY,-0.0538629172369838,4,NO,NO
FLY,1.41064268234186,21,YES,YES
QUICK,-0.560258667450398,1,NO,NO
IN,0.20683977205772,5,NO,YES
QUICK,-0.269043584819883,3,NO,NO
FLY,-0.889409155235626,0,NO,NO
ACROSS,-0.618411514675245,5,NO,NO
ACROSS,-0.364599296823144,0,NO,NO
QUICK,-0.886328827473335,-1,NO,NO
ACROSS,-2.08051490131766,0,NO,NO
FLY,-0.37854706554208,0,NO,NO
OUT,0.107170372502878,6,NO,YES
OUT,2.52732632099651,19,YES,YES
ACROSS,-0.138850721297786,4,NO,NO
ACROSS,3.03387300809845,30,YES,YES
FLY,3.03387300809845,30,YES,YES
OUT,1.05471568350913,9,NO,YES
OUT,-1.1225457964465,0,NO,NO
QUICK,0.667341598775238,10,NO,YES
RETURN,0.0744092217646539,8,NO,YES
FLY,1.24847169814166,7,NO,YES
ACROSS,0.952942857285962,13,NO,YES
FLY,-0.80540023650974,-4,NO,NO
QUICK,0.990987274679355,9,NO,YES
QUICK,0.990302797639742,18,YES,YES
FLY,2.54786442883778,8,NO,YES
ACROSS,-1.42129233496962,0,NO,NO
ACROSS,0.105224578641355,6,NO,YES
ACROSS,-0.259865047410131,4,NO,NO
FLY,-0.0606550802476704,4,NO,NO
FLY,-0.679640853777528,3,NO,NO
OUT,0.564638716168702,11,NO,YES
OUT,2.08537295693532,7,NO,YES
ACROSS,-0.839154554996639,-1,NO,NO
ACROSS,-0.617760679218918,0,NO,NO
FLY,1.41543191717938,12,NO,YES
ACROSS,-0.808597298339009,1,NO,NO
FLY,-0.810035341186449,0,NO,NO
RETURN,-0.999976539285854,4,NO,NO
QUICK,-0.433300455566496,4,NO,NO
FLY,-1.61652475199662,0,NO,NO
ACROSS,-0.730593735235743,0,NO,NO
RETURN,1.92484106577467,12,NO,YES
OUT,0.72297482623253,10,NO,YES
ACROSS,-4.81814400927396,0,NO,NO
FLY,-0.472897140309215,0,NO,NO
FLY,0.217619365430437,6,NO,YES
FLY,2.09144916047808,8,NO,YES
FLY,0.926468717399985,9,NO,YES
FLY,1.99081541388296,27,YES,YES
FLY,-0.852548364200629,0,NO,NO
FLY,1.64879722474143,18,YES,YES
FLY,1.63298998284154,8,NO,YES
RETURN,1.63298998284154,8,NO,YES
OUT,1.13728837843519,13,NO,YES
FLY,0.702812477014959,8,NO,YES
FLY,1.00273267074954,10,NO,YES
FLY,2.88746129255742,25,YES,YES
FLY,0.875467838253826,17,YES,YES
IN,0.131418234144803,6,NO,YES
FLY,0.533468644483946,22,YES,YES
FLY,-0.0967170861549675,4,NO,NO
UP,4.389231521287,34,YES,YES
FLY,0.896799533744343,4,NO,YES
ACROSS,1.04804840032011,11,NO,YES
ACROSS,1.32181102386676,19,YES,YES
FLY,0.970635531295557,3,NO,YES
FLY,5.07015432533808,45,YES,YES
OUT,-0.646290087373927,0,NO,NO
OUT,4.10909031576011,20,YES,YES
FLY,-0.771687646629289,1,NO,NO
FLY,-4.67696218634956,0,NO,NO
FLY,-0.826059854007326,0,NO,NO
FLY,0.488664944190532,7,NO,YES
ACROSS,0.488664944190532,7,NO,YES
FLY,3.0777409686707,13,NO,YES
FLY,-0.298541587544605,3,NO,NO
FLY,0.870807097875513,8,NO,YES
FLY,2.02402500569588,28,YES,YES
ACROSS,-0.520330477971584,0,NO,NO
QUICK,-0.00465830054599792,4,NO,NO
FLY,-0.488460608408786,0,NO,NO
ACROSS,1.44679237960372,14,NO,YES
FLY,0.238382709503639,6,NO,YES
OUT,-0.903706680983305,0,NO,NO
FLY,1.64164302777499,12,NO,YES
OUT,1.64164302777499,12,NO,YES
OUT,1.01478650839999,15,YES,YES
ACROSS,2.44521065126173,19,YES,YES
FLY,-0.706826577428728,5,NO,NO
OUT,0.740266459528357,9,NO,YES
IN,-1.46295916894451,-3,NO,NO
OUT,2.20829912868794,11,NO,YES
FLY,3.30859934084583,13,NO,YES
FLY,1.24226587545127,20,YES,YES
RETURN,-0.063290384830907,5,NO,NO
UP,0.619577914010733,9,NO,YES
ACROSS,-1.55099342705216,0,NO,NO
ACROSS,0.95552956382744,18,YES,YES
QUICK,0.95552956382744,18,YES,YES
FLY,-0.270177237456664,4,NO,NO
QUICK,-0.0754748171311803,3,NO,NO
ACROSS,1.13391655543819,4,NO,YES
IN,0.693296252051368,11,NO,YES
ACROSS,0.212626318563707,6,NO,YES
ACROSS,-0.273168183164671,3,NO,NO
OUT,0.582484952989034,10,NO,YES
OUT,3.17242843401618,10,NO,YES
IN,-1.04886906966567,0,NO,NO
ACROSS,-1.59454262256622,0,NO,NO
FLY,0.313153853174299,5,NO,YES
ACROSS,0.313153853174299,5,NO,YES
OUT,-0.465876385336742,0,NO,NO
FLY,-0.955621751956642,0,NO,NO
FLY,0.820799352834001,7,NO,YES
FLY,0.694635060150176,8,NO,YES
QUICK,1.0337914340198,2,NO,YES
FLY,-0.544549891375937,0,NO,NO
FLY,0.341135541908443,9,NO,YES
ACROSS,1.18103546428028,13,NO,YES
FLY,-0.408552699198481,2,NO,NO
FLY,-0.689476359635592,0,NO,NO
FLY,1.72960328590125,7,NO,YES
QUICK,-0.494923931546509,0,NO,NO
FLY,-0.784498303662986,5,NO,NO
QUICK,1.79543638811447,25,YES,YES
ACROSS,-0.782121866010129,1,NO,NO
OUT,-1.58120405953377,0,NO,NO
FLY,0.377264259383082,8,NO,YES
IN,-0.0227772197686136,6,NO,NO
ACROSS,0.759202900575474,12,NO,YES
FLY,0.697153789456934,8,NO,YES
RETURN,0.697153789456934,8,NO,YES
FLY,-0.984335728688166,0,NO,NO
RETURN,-1.75742688355967,0,NO,NO
OUT,0.264834427973256,6,NO,YES
OUT,0.864903949317522,11,NO,YES
ACROSS,1.08061631262535,12,NO,YES
FLY,1.26944597472902,4,NO,YES
UP,-1.68782719224691,0,NO,NO
ACROSS,-1.06885263090953,0,NO,NO
FLY,-0.188510014675558,7,NO,NO
ACROSS,-0.509775599231943,0,NO,NO
FLY,0.741601896472275,7,NO,YES
OUT,-0.503565343096852,0,NO,NO
FLY,0.772371567320079,6,NO,YES
ACROSS,0.772371567320079,6,NO,YES
OUT,-0.302834684145637,1,NO,NO
UP,-0.557529339799657,0,NO,NO
QUICK,0.345882288180292,8,NO,YES
QUICK,2.26679758448154,17,YES,YES
FLY,-1.49601644091308,-3,NO,NO
QUICK,1.18830150028225,10,NO,YES
FLY,0.498760478221811,8,NO,YES
QUICK,-0.22678969532717,4,NO,NO
QUICK,-1.12610335333738,0,NO,NO
OUT,1.04608390643261,17,YES,YES
OUT,0.367215562146157,5,NO,YES
FLY,-0.49607367918361,0,NO,NO
RETURN,-0.962011527619325,0,NO,NO
FLY,1.30852658877848,12,NO,YES
UP,1.30852658877848,12,NO,YES
FLY,-0.0354144939337857,5,NO,NO
IN,-1.85548807354644,0,NO,NO
FLY,0.430063761770725,8,NO,YES
FLY,0.947301425621845,14,NO,YES
QUICK,-0.638072451227345,2,NO,NO
ACROSS,0.161336913704872,28,YES,YES
FLY,0.00865616742521524,6,NO,YES
IN,-0.618614988401532,-1,NO,NO
FLY,-1.47557072388008,-3,NO,NO
FLY,-0.539269575616345,3,NO,NO
QUICK,-0.539269575616345,3,NO,NO
FLY,-1.79044274194166,0,NO,NO
UP,-1.79044274194166,0,NO,NO
OUT,1.61918704095297,27,YES,YES
QUICK,-0.370812135981396,1,NO,NO
OUT,-0.422170581645332,0,NO,NO
FLY,-0.456077381968498,0,NO,NO
UP,0.779775104951113,9,NO,YES
ACROSS,-0.51742891035974,0,NO,NO
OUT,-0.51742891035974,0,NO,NO
FLY,-0.517073024646379,0,NO,NO
FLY,0.543712732614949,8,NO,YES
QUICK,1.49864492740016,17,YES,YES
ACROSS,-0.43579388060607,0,NO,NO
FLY,1.892669494031,11,NO,YES
QUICK,-0.805927103967406,0,NO,NO
QUICK,-1.37502353335731,1,NO,NO
OUT,-1.37502353335731,1,NO,NO
FLY,1.1492915940471,6,NO,YES
RETURN,1.30192413623445,4,NO,YES
FLY,-0.555059892125428,0,NO,NO
QUICK,2.25977511471137,14,NO,YES
IN,1.60240569652524,7,NO,YES
ACROSS,1.41434956749436,23,YES,YES
OUT,-0.0531883782241493,3,NO,NO
QUICK,0.0830879539716989,5,NO,YES
QUICK,-0.897782807005569,0,NO,NO
QUICK,-0.424904706887901,1,NO,NO
OUT,-0.373996769078076,4,NO,NO
FLY,0.972773109329864,13,NO,YES
FLY,1.17492495570332,14,NO,YES
FLY,1.46409890602808,24,YES,YES
IN,-0.832692138617858,0,NO,NO
IN,-0.845548084471375,6,NO,NO
FLY,0.518270043539815,6,NO,YES
OUT,-0.942367298644967,5,NO,NO
FLY,1.30275806772988,17,YES,YES
FLY,-0.280056843534112,2,NO,NO
ACROSS,-0.280056843534112,2,NO,NO
FLY,0.0182599811814725,11,NO,YES
FLY,0.711001857649535,13,NO,YES
FLY,1.52358476771042,14,NO,YES
FLY,0.729792797006667,8,NO,YES
QUICK,-0.490966517478228,0,NO,NO
IN,4.00932510703569,49,YES,YES
FLY,-0.425478372198995,0,NO,NO
RETURN,-5.14526946702972,-3,NO,NO
OUT,-0.332592722668778,0,NO,NO
ACROSS,-0.0492547666071914,6,NO,NO
IN,-1.2405626004329,0,NO,NO
FLY,-0.163991334731691,0,NO,NO
OUT,1.35310634644702,14,NO,YES
OUT,0.485926975496113,10,NO,YES
RETURN,0.0936151493806392,5,NO,YES
IN,-0.0226070996141061,4,NO,NO
ACROSS,-3.01936958404258,0,NO,NO
FLY,-1.45783201465383,0,NO,NO
FLY,1.47045111120678,14,NO,YES
OUT,-0.607841849327087,0,NO,NO
FLY,-0.946716019068845,0,NO,NO
FLY,0.581503070425242,6,NO,YES
QUICK,-1.27107529062778,0,NO,NO
OUT,-0.163237932836637,0,NO,NO
UP,-0.40613846341148,3,NO,NO
ACROSS,-2.03978648642078,0,NO,NO
FLY,1.54109843471088,11,NO,YES
FLY,0.490449119126424,8,NO,YES
OUT,0.0219406769610941,4,NO,YES
ACROSS,0.554893396329135,6,NO,YES
FLY,0.882777091523167,10,NO,YES
IN,1.3095996392658,14,NO,YES
ACROSS,-0.342107122763991,2,NO,NO
FLY,-0.632686721161008,-7,NO,NO
OUT,-4.55199309106683,17,YES,NO
OUT,1.04342774534598,16,YES,YES
FLY,0.5174244500231,8,NO,YES
ACROSS,0.985197338275611,18,YES,YES
UP,-1.17743194685318,-6,NO,NO
ACROSS,-0.0239412025548518,5,NO,NO
FLY,-0.458038335316814,0,NO,NO
IN,2.14688205096172,15,YES,YES
FLY,1.1912692989572,15,YES,YES
FLY,0.707351266697515,7,NO,YES
FLY,0.203007996780798,7,NO,YES
QUICK,-0.746912876493298,-4,NO,NO
FLY,1.26641529006884,2,NO,YES
UP,1.26641529006884,2,NO,YES
FLY,-0.681365334661677,2,NO,NO
RETURN,0.142975104041398,5,NO,YES
ACROSS,1.59938588831574,22,YES,YES
IN,-1.60633337451145,0,NO,NO
UP,3.02607350412291,32,YES,YES
QUICK,1.06024435698055,10,NO,YES
FLY,-0.481101037818007,0,NO,NO
FLY,0.814637381932698,4,NO,YES
ACROSS,-0.0344456332386471,6,NO,NO
ACROSS,-0.286537810694426,4,NO,NO
UP,1.3841730565764,12,NO,YES
ACROSS,-1.21898489492014,-1,NO,NO
IN,-0.233200553804636,3,NO,NO
QUICK,-0.00447516818530858,5,NO,NO
IN,1.18385745189153,7,NO,YES
FLY,-0.33904586895369,4,NO,NO
FLY,-0.52785138739273,0,NO,NO
RETURN,-0.52785138739273,0,NO,NO
FLY,-0.588774631731212,0,NO,NO
OUT,1.54149387963116,5,NO,YES
UP,-0.352927566738799,2,NO,NO
ACROSS,-0.787788872141391,4,NO,NO
ACROSS,-0.787788872141391,4,NO,NO
FLY,0.578932855743915,8,NO,YES
FLY,0.760587280150503,11,NO,YES
QUICK,0.760587280150503,11,NO,YES
QUICK,-1.49984297994524,-6,NO,NO
FLY,-0.543508299044333,1,NO,NO
OUT,-1.96454575029202,0,NO,NO
QUICK,0.268175891134888,8,NO,YES
FLY,0.268175891134888,8,NO,YES
IN,-0.0835073583293706,4,NO,NO
QUICK,-0.42532234522514,2,NO,NO
FLY,-0.359205874381587,3,NO,NO
RETURN,1.29795564641245,6,NO,YES
OUT,-0.548668422969058,0,NO,NO
QUICK,-0.806615366600454,10,NO,NO
FLY,0.756279890658334,21,YES,YES
FLY,-0.628656063694507,0,NO,NO
UP,-1.62058841669932,0,NO,NO
FLY,0.330694693606347,7,NO,YES
FLY,-0.478319606510922,0,NO,NO
FLY,-1.91194483241998,0,NO,NO
FLY,-1.5944277215749,-4,NO,NO
RETURN,1.38409658172168,18,YES,YES
QUICK,0.623912661452778,9,NO,YES
OUT,-0.54941428580787,0,NO,NO
OUT,-0.860289480071515,0,NO,NO
OUT,-0.909008472692221,7,NO,NO
OUT,-0.909008472692221,7,NO,NO
FLY,-0.64263676898554,0,NO,NO
FLY,-0.942956632468849,0,NO,NO
OUT,-0.942956632468849,0,NO,NO
IN,4.58892796887085,60,YES,YES
OUT,-0.909034981450532,5,NO,NO
OUT,-0.656450256472453,0,NO,NO
RETURN,-0.865478507126682,0,NO,NO
FLY,-0.865478507126682,0,NO,NO
FLY,-1.02266433669138,0,NO,NO
ACROSS,4.43709769647103,29,YES,YES
QUICK,-0.44336327794008,2,NO,NO
QUICK,1.03319481818471,10,NO,YES
FLY,1.44064892595634,14,NO,YES
FLY,1.3719499866711,22,YES,YES
OUT,-0.497734326054342,2,NO,NO
ACROSS,-1.51953473943286,0,NO,NO
QUICK,-0.519633566960692,0,NO,NO
FLY,-0.617787807248533,1,NO,NO
FLY,-1.09445659769699,0,NO,NO
IN,-1.12209143489599,3,NO,NO
FLY,0.701424350962043,19,YES,YES
ACROSS,-0.0704533548559994,5,NO,NO
QUICK,-0.0704533548559994,5,NO,NO
FLY,-0.48658174299635,0,NO,NO
ACROSS,0.689922507852316,11,NO,YES
ACROSS,0.113886882318184,7,NO,YES
UP,0.451017388957553,4,NO,YES
OUT,0.546307584038004,7,NO,YES
QUICK,-0.426773426181171,-1,NO,NO
FLY,-0.00100564805325121,3,NO,NO
UP,-0.0937908131163567,4,NO,NO
FLY,-0.0937908131163567,4,NO,NO
FLY,4.97659823531285,53,YES,YES
FLY,-0.562633623951115,0,NO,NO
OUT,-0.562633623951115,0,NO,NO
FLY,-0.0349905485054478,5,NO,NO
OUT,-1.72960444178898,0,NO,NO
FLY,-1.02465040842071,0,NO,NO
RETURN,0.58391321147792,10,NO,YES
RETURN,-0.453925308538601,3,NO,NO
OUT,-0.788448195438832,-1,NO,NO
OUT,-0.79570926289307,0,NO,NO
FLY,1.29779066232732,3,NO,YES
FLY,1.71131300297566,18,YES,YES
QUICK,-0.534887217916548,-1,NO,NO
FLY,0.591302103479393,7,NO,YES
IN,-0.070292315678671,7,NO,NO
FLY,0.17961576837115,6,NO,YES
IN,-1.0784599268809,0,NO,NO
QUICK,-1.56781874783337,0,NO,NO
FLY,-0.509957482106984,0,NO,NO
QUICK,-0.864164627157152,0,NO,NO
FLY,-0.551435397937894,0,NO,NO
UP,-0.215169386938214,6,NO,NO
FLY,-0.215169386938214,6,NO,NO
RETURN,0.748245966155082,9,NO,YES
FLY,1.82447978993878,5,NO,YES
RETURN,-1.55748662725091,0,NO,NO
FLY,-0.80044978344813,0,NO,NO
FLY,1.15611113957129,14,NO,YES
ACROSS,-0.513976445887238,0,NO,NO
FLY,-0.126903291908093,4,NO,NO
QUICK,-0.084207380656153,5,NO,NO
OUT,2.9549396764487,26,YES,YES
ACROSS,2.55255700799171,37,YES,YES
FLY,-0.275242673000321,2,NO,NO
ACROSS,0.997584846103564,13,NO,YES
QUICK,0.00688188383355737,5,NO,YES
UP,0.209816596994642,5,NO,YES
FLY,-0.470895491365809,6,NO,NO
RETURN,-0.470895491365809,6,NO,NO
ACROSS,0.0235074181691743,12,NO,YES
UP,0.749264555226546,14,NO,YES
QUICK,3.02633246337064,26,YES,YES
TIC,-0.407613507704809,0,NO,NO
OUT,1.26741864508949,4,NO,YES
FLY,-1.56867300206795,0,NO,NO
RETURN,-1.56867300206795,0,NO,NO
FLY,0.961368218529969,3,NO,YES
FLY,0.878416788997129,9,NO,YES
FLY,0.115844783373177,7,NO,YES
RETURN,0.823792104201857,1,NO,YES
ACROSS,-0.182831745943986,4,NO,NO
FLY,1.93557180219796,7,NO,YES
FLY,-5.51230645761825,0,NO,NO
OUT,3.61780771787744,41,YES,YES
RETURN,1.86107223294675,15,YES,YES
ACROSS,3.83478371938691,37,YES,YES
FLY,0.512825403595343,7,NO,YES
QUICK,0.512825403595343,7,NO,YES
ACROSS,0.594305176287889,6,NO,YES
FLY,-0.956611861940473,0,NO,NO
FLY,1.27001083642244,9,NO,YES
ACROSS,-0.465816855663434,2,NO,NO
FLY,-2.05660482915118,0,NO,NO
FLY,1.05987526709214,16,YES,YES
ACROSS,1.31616241013398,3,NO,YES
IN,1.4356028776383,5,NO,YES
QUICK,-6.41772541007958,0,NO,NO
QUICK,0.840473106363788,1,NO,YES
UP,0.86237425240688,7,NO,YES
FLY,0.288868462434039,7,NO,YES
FLY,-0.0737246438511647,3,NO,NO
FLY,0.971535225282423,12,NO,YES
ACROSS,-0.491323283407837,0,NO,NO
OUT,0.639814565016422,9,NO,YES
FLY,-0.968770668841898,0,NO,NO
ACROSS,0.807633314980194,11,NO,YES
FLY,-0.956990663195029,0,NO,NO
OUT,0.03042480815202,4,NO,YES
FLY,-0.680002566659823,1,NO,NO
FLY,0.765563062857836,9,NO,YES
QUICK,3.52648313739337,34,YES,YES
ACROSS,0.17148550163256,5,NO,YES
FLY,0.17148550163256,5,NO,YES
QUICK,-1.32170439208858,-5,NO,NO
FLY,-0.623676242190413,0,NO,NO
FLY,-0.285129234893247,3,NO,NO
FLY,1.69592174491845,25,YES,YES
FLY,0.121806364506483,5,NO,YES
FLY,0.489672060590237,5,NO,YES
FLY,-0.148127902764827,5,NO,NO
OUT,0.0416185758076608,6,NO,YES
FLY,2.78094688802958,9,NO,YES
OUT,2.78094688802958,9,NO,YES
FLY,1.32931790349539,22,YES,YES
OUT,0.0271267204079777,4,NO,YES
FLY,-0.136226301779971,5,NO,NO
OUT,-1.379479249008,0,NO,NO
FLY,2.68730406771647,7,NO,YES
UP,-1.88750053336844,0,NO,NO
FLY,0.370079943211749,6,NO,YES
ACROSS,-0.563973002135754,0,NO,NO
QUICK,-2.1506062860135,-7,NO,NO
OUT,1.8470422513783,10,NO,YES
QUICK,-0.250277113169432,5,NO,NO
FLY,-0.312791149248369,1,NO,NO
ACROSS,-0.312791149248369,1,NO,NO
OUT,2.62477978150127,42,YES,YES
IN,0.576220255054068,8,NO,YES
OUT,0.774392039398663,15,YES,YES
FLY,-1.4617472870741,0,NO,NO
IN,1.42623017379083,20,YES,YES
ACROSS,-1.1691931693349,-4,NO,NO
FLY,1.7350770116318,28,YES,YES
FLY,3.13744635356124,38,YES,YES
ACROSS,-0.862033785902895,-2,NO,NO
FLY,1.36306773277465,6,NO,YES
FLY,0.660184085601941,12,NO,YES
RETURN,-0.771475344197825,7,NO,NO
OUT,-0.486543043516576,0,NO,NO
FLY,-0.506064561195672,2,NO,NO
ACROSS,-0.0930992192588747,3,NO,NO
RETURN,-4.76745213754475,0,NO,NO
OUT,-1.38475943729281,0,NO,NO
ACROSS,-0.582536650355905,0,NO,NO
FLY,-0.776433638355229,0,NO,NO
UP,-0.353139256127179,3,NO,NO
ACROSS,1.36114452162292,16,YES,YES
ACROSS,-0.813849254627712,-1,NO,NO
QUICK,-1.08414900611388,0,NO,NO
ACROSS,-0.739013086305931,2,NO,NO
FLY,-0.739013086305931,2,NO,NO
FLY,1.47933559224475,3,NO,YES
OUT,0.788395532872528,9,NO,YES
OUT,3.37076431140304,5,NO,YES
ACROSS,3.93891150411218,39,YES,YES
IN,1.41912818397395,14,NO,YES
UP,-0.236817486817017,2,NO,NO
FLY,-0.299345971085131,3,NO,NO
QUICK,2.25080242950935,1,NO,YES
OUT,-0.518454148899764,0,NO,NO
FLY,0.789922838099301,9,NO,YES
ACROSS,-0.446861738571897,0,NO,NO
UP,1.34090944915079,16,YES,YES
UP,-0.266839978750795,2,NO,NO
QUICK,-0.880597713869065,-3,NO,NO
ACROSS,-1.61605325853452,-10,NO,NO
QUICK,-0.46146353892982,0,NO,NO
FLY,0.935129514371511,14,NO,YES
ACROSS,2.91921517421724,29,YES,YES
OUT,1.70671620831126,18,YES,YES
ACROSS,-0.53927436331287,0,NO,NO
UP,0.842236922588199,10,NO,YES
ACROSS,0.424754206091166,8,NO,YES
IN,-0.222212331369519,6,NO,NO
OUT,-1.46163204935146,0,NO,NO
FLY,-1.46163204935146,0,NO,NO
ACROSS,-1.02953835856169,0,NO,NO
QUICK,1.63038599980064,7,NO,YES
FLY,-0.26340488740243,2,NO,NO
ACROSS,0.318285268498585,7,NO,YES
RETURN,-0.441457794280723,0,NO,NO
IN,1.80092182988301,23,YES,YES
UP,-0.255939537077211,2,NO,NO
ACROSS,-1.07322415616363,0,NO,NO
FLY,-1.61412240518257,0,NO,NO
OUT,-1.61412240518257,0,NO,NO
FLY,-0.545363972662017,0,NO,NO
FLY,-0.641579657793045,4,NO,NO
ACROSS,2.52434524521232,16,YES,YES
QUICK,-0.561875303741544,0,NO,NO
FLY,-0.770665080402978,0,NO,NO
FLY,-1.14949913986493,0,NO,NO
QUICK,-0.0551536255516112,5,NO,NO
FLY,2.43228948558681,16,YES,YES
ACROSS,-1.12272928538732,0,NO,NO
QUICK,-0.827905636513606,-2,NO,NO
QUICK,1.45508201047778,23,YES,YES
OUT,2.99015245039482,8,NO,YES
FLY,-0.2273953713011,4,NO,NO
UP,2.50643551873509,22,YES,YES
QUICK,0.0433149917516857,2,NO,YES
OUT,-1.71488845022395,0,NO,NO
IN,-1.17234754236415,-2,NO,NO
FLY,0.309393888805062,7,NO,YES
OUT,-0.645140720298514,0,NO,NO
FLY,-0.645140720298514,0,NO,NO
FLY,1.65135173662566,22,YES,YES
FLY,0.959324816532899,13,NO,YES
ACROSS,-3.84961331309751,0,NO,NO
FLY,-0.170970905455761,4,NO,NO
FLY,-4.30542205186794,0,NO,NO
QUICK,0.877749228617176,15,YES,YES
IN,0.843247983721085,13,NO,YES
FLY,2.59214388940018,5,NO,YES
FLY,1.59384987480007,18,YES,YES
OUT,-0.629662514431402,0,NO,NO
FLY,0.329636057838798,6,NO,YES
FLY,-0.603794584050775,0,NO,NO
FLY,-0.950726943090558,0,NO,NO
FLY,1.90429833787493,8,NO,YES
FLY,-4.63652172847651,0,NO,NO
FLY,0.640941448276863,13,NO,YES
ACROSS,1.89985916414298,27,YES,YES
OUT,-0.444580274634063,0,NO,NO
FLY,3.23961684474489,9,NO,YES
FLY,-1.67337200697511,-3,NO,NO
OUT,-1.23717827117071,0,NO,NO
FLY,0.18879193207249,6,NO,YES
ACROSS,-1.44827436562628,2,NO,NO
FLY,2.47539162496105,13,NO,YES
FLY,-0.0441021951846778,5,NO,NO
QUICK,-1.07539579225704,-1,NO,NO
OUT,0.586911265505478,8,NO,YES
QUICK,-0.310345723177306,2,NO,NO
